Transaction_ID,Order_ID,Revenue,Profit,Discount
T01422,O01422,6326,2527.22,0.19
T01423,O01423,1775,565.46,0.18
T01424,O01424,7292,2621.93,0.05
T01425,O01425,2408,497.03,0.15
T01426,O01426,821,290.82,0.14
T01427,O01427,1050,206.34,0.09
T01428,O01428,3944,1661.68,0.08
T01429,O01429,1266,456.23,0.14
T01430,O01430,4300,1379.78,0.13
T01431,O01431,6433,1245.35,0.16
T01432,O01432,4207,849.54,0.14
T01433,O01433,786,218.37,0.01
T01434,O01434,9862,3828.3,0.1
T01435,O01435,2666,701.81,0.0
T01436,O01436,2944,898.65,0.01
T01437,O01437,7552,1598.42,0.17
T01438,O01438,5880,2349.74,0.04
T01439,O01439,3299,1382.12,0.15
T01440,O01440,8320,3431.36,0.09
T01441,O01441,6710,1067.11,0.18
T01442,O01442,2556,553.99,0.12
T01443,O01443,7138,2800.27,0.03
T01444,O01444,8932,1754.11,0.04
T01445,O01445,8568,3539.7,0.0
T01446,O01446,3409,792.35,0.18
T01447,O01447,6208,1305.42,0.03
T01448,O01448,9463,3195.38,0.19
T01449,O01449,8651,3813.13,0.16
T01450,O01450,697,295.07,0.07
T01451,O01451,1001,308.72,0.07
T01452,O01452,9125,1955.35,0.04
T01453,O01453,4026,1026.38,0.05
T01454,O01454,4746,1747.1,0.12
T01455,O01455,4018,800.97,0.05
T01456,O01456,3088,684.67,0.12
T01457,O01457,7347,1707.99,0.03
T01458,O01458,1302,385.64,0.07
T01459,O01459,5889,1656.32,0.19
T01460,O01460,9811,3943.45,0.05
T01461,O01461,8325,3061.79,0.15
T01462,O01462,4415,777.52,0.09
T01463,O01463,7174,2371.05,0.12
T01464,O01464,5527,1580.8,0.18
T01465,O01465,3942,1003.08,0.15
T01466,O01466,3423,736.1,0.01
T01467,O01467,1896,485.65,0.14
T01468,O01468,2925,1150.51,0.08
T01469,O01469,7251,2824.35,0.06
T01470,O01470,926,144.69,0.0
T01471,O01471,2698,455.35,0.11
T01472,O01472,511,156.19,0.19
T01473,O01473,8031,3252.09,0.18
T01474,O01474,9095,2403.09,0.13
T01475,O01475,5055,1696.71,0.15
T01476,O01476,2298,911.15,0.17
T01477,O01477,7210,1274.35,0.17
T01478,O01478,3301,1363.67,0.01
T01479,O01479,6643,2740.87,0.18
T01480,O01480,9317,1479.27,0.13
T01481,O01481,3416,814.09,0.17
T01482,O01482,6075,2449.05,0.08
T01483,O01483,2161,663.64,0.17
T01484,O01484,7124,1554.81,0.16
T01485,O01485,803,215.55,0.1
T01486,O01486,9963,4433.8,0.17
T01487,O01487,2606,461.8,0.04
T01488,O01488,9594,3163.17,0.04
T01489,O01489,1168,444.05,0.13
T01490,O01490,8519,3458.34,0.19
T01491,O01491,4839,895.32,0.15
T01492,O01492,7170,2831.16,0.07
T01493,O01493,7422,1797.05,0.12
T01494,O01494,3927,1442.35,0.05
T01495,O01495,6229,2196.29,0.14
T01496,O01496,5596,1471.1,0.12
T01497,O01497,8361,1271.19,0.16
T01498,O01498,3192,740.77,0.18
T01499,O01499,3700,894.81,0.16
T01500,O01500,1189,468.19,0.12
T01501,O01501,3501,1414.01,0.11
T01502,O01502,3501,564.43,0.17
T01503,O01503,7301,2517.59,0.12
T01504,O01504,1689,644.37,0.2
T01505,O01505,2911,1235.64,0.09
T01506,O01506,7924,1665.2,0.19
T01507,O01507,6791,1907.06,0.17
T01508,O01508,8822,2091.93,0.0
T01509,O01509,4977,1705.92,0.01
T01510,O01510,6888,2208.94,0.17
T01511,O01511,8538,1776.56,0.1
T01512,O01512,1856,746.8,0.07
T01513,O01513,6607,2027.88,0.18
T01514,O01514,1266,561.71,0.08
T01515,O01515,5850,1284.27,0.15
T01516,O01516,997,294.88,0.03
T01517,O01517,1091,407.74,0.12
T01518,O01518,9110,1758.16,0.01
T01519,O01519,2122,801.86,0.16
T01520,O01520,7842,2709.79,0.07
T01521,O01521,2579,505.22,0.1
T01522,O01522,9432,4181.13,0.1
T01523,O01523,1074,465.71,0.06
T01524,O01524,1403,582.55,0.18
T01525,O01525,7430,2114.41,0.09
T01526,O01526,7881,3329.01,0.06
T01527,O01527,2447,471.5,0.12
T01528,O01528,958,301.68,0.05
T01529,O01529,9501,2623.11,0.03
T01530,O01530,1121,358.44,0.1
T01531,O01531,2553,620.65,0.07
T01532,O01532,6445,2709.82,0.01
T01533,O01533,7284,3029.21,0.08
T01534,O01534,8529,1404.47,0.13
T01535,O01535,5673,1802.03,0.1
T01536,O01536,8495,2337.09,0.13
T01537,O01537,7785,3418.08,0.16
T01538,O01538,5281,1740.21,0.02
T01539,O01539,9067,2989.46,0.17
T01540,O01540,826,310.37,0.06
T01541,O01541,3128,473.41,0.01
T01542,O01542,8003,1551.06,0.05
T01543,O01543,9292,1435.3,0.17
T01544,O01544,3800,1475.22,0.05
T01545,O01545,4068,889.12,0.02
T01546,O01546,6188,2229.13,0.18
T01547,O01547,6744,2692.66,0.07
T01548,O01548,8558,2515.4,0.12
T01549,O01549,9970,4299.34,0.03
T01550,O01550,8086,2557.76,0.05
T01551,O01551,7613,3059.42,0.19
T01552,O01552,8507,3176.55,0.09
T01553,O01553,854,245.43,0.07
T01554,O01554,9843,2648.88,0.11
T01555,O01555,6495,2880.13,0.0
T01556,O01556,7764,3049.6,0.05
T01557,O01557,3549,851.66,0.02
T01558,O01558,2697,880.82,0.19
T01559,O01559,7123,2728.41,0.06
T01560,O01560,3311,714.07,0.13
T01561,O01561,8692,2385.12,0.1
T01562,O01562,6303,2125.05,0.01
T01563,O01563,7327,2885.04,0.12
T01564,O01564,3618,1123.48,0.04
T01565,O01565,7302,1896.32,0.15
T01566,O01566,4045,1230.14,0.03
T01567,O01567,6753,2664.66,0.19
T01568,O01568,7655,2090.77,0.09
T01569,O01569,9266,2225.03,0.13
T01570,O01570,8179,2897.59,0.02
T01571,O01571,3400,687.26,0.1
T01572,O01572,9916,2838.33,0.16
T01573,O01573,8049,3016.57,0.1
T01574,O01574,2154,864.15,0.12
T01575,O01575,8237,1577.42,0.01
T01576,O01576,1870,419.57,0.07
T01577,O01577,5762,1768.69,0.04
T01578,O01578,3683,633.71,0.16
T01579,O01579,9908,3094.73,0.02
T01580,O01580,904,402.05,0.01
T01581,O01581,2456,483.74,0.16
T01582,O01582,5639,1337.92,0.2
T01583,O01583,3347,1463.49,0.2
T01584,O01584,4578,1460.98,0.13
T01585,O01585,8840,3931.99,0.1
T01586,O01586,8061,2070.62,0.12
T01587,O01587,3465,564.92,0.1
T01588,O01588,1743,726.81,0.14
T01589,O01589,5899,2238.64,0.05
T01590,O01590,7103,1269.34,0.12
T01591,O01591,7915,3408.32,0.01
T01592,O01592,9979,2240.38,0.17
T01593,O01593,9699,3362.46,0.06
T01594,O01594,4981,1680.52,0.15
T01595,O01595,1762,296.86,0.1
T01596,O01596,4856,1888.32,0.04
T01597,O01597,1347,437.19,0.1
T01598,O01598,1007,442.69,0.04
T01599,O01599,5630,1746.5,0.14
T01600,O01600,2620,584.44,0.1
T01601,O01601,3164,1317.6,0.03
T01602,O01602,2160,331.03,0.19
T01603,O01603,4398,1237.9,0.07
T01604,O01604,8294,1990.96,0.06
T01605,O01605,9783,3187.33,0.07
T01606,O01606,2792,960.08,0.05
T01607,O01607,4228,1439.45,0.02
T01608,O01608,6106,2729.48,0.2
T01609,O01609,1216,482.76,0.04
T01610,O01610,5236,811.23,0.18
T01611,O01611,3917,1569.34,0.17
T01612,O01612,7582,1927.73,0.16
T01613,O01613,8205,1976.14,0.18
T01614,O01614,1988,780.0,0.0
T01615,O01615,3062,906.2,0.06
T01616,O01616,9134,2945.78,0.18
T01617,O01617,6495,2682.78,0.06
T01618,O01618,3179,567.79,0.12
T01619,O01619,6411,1531.0,0.05
T01620,O01620,9079,3179.26,0.15
T01621,O01621,9867,2018.34,0.01
T01622,O01622,2160,968.81,0.03
T01623,O01623,2091,521.46,0.1
T01624,O01624,2479,975.33,0.09
T01625,O01625,5682,2058.21,0.03
T01626,O01626,1957,558.45,0.12
T01627,O01627,4751,1655.71,0.12
T01628,O01628,7731,2528.46,0.02
T01629,O01629,5058,1183.24,0.2
T01630,O01630,5883,1035.2,0.12
T01631,O01631,6067,2612.63,0.07
T01632,O01632,4784,1449.54,0.06
T01633,O01633,8219,3610.08,0.19
T01634,O01634,5844,1936.97,0.08
T01635,O01635,9048,2701.97,0.14
T01636,O01636,1996,317.19,0.0
T01637,O01637,5041,1146.39,0.12
T01638,O01638,712,158.92,0.07
T01639,O01639,7215,3008.42,0.09
T01640,O01640,9844,3062.24,0.14
T01641,O01641,2429,900.47,0.13
T01642,O01642,2372,908.73,0.05
T01643,O01643,2362,1007.3,0.18
T01644,O01644,1207,514.32,0.07
T01645,O01645,1734,270.22,0.02
T01646,O01646,6343,2391.46,0.07
T01647,O01647,5573,1368.82,0.12
T01648,O01648,7352,1907.3,0.01
T01649,O01649,5242,1903.55,0.13
T01650,O01650,4579,1349.19,0.1
T01651,O01651,2892,845.92,0.05
T01652,O01652,8749,1722.04,0.01
T01653,O01653,1868,385.57,0.13
T01654,O01654,9363,2429.39,0.05
T01655,O01655,6362,1075.52,0.13
T01656,O01656,3788,1519.43,0.19
T01657,O01657,997,208.1,0.14
T01658,O01658,6078,1480.83,0.03
T01659,O01659,3741,1621.89,0.01
T01660,O01660,9270,3375.1,0.07
T01661,O01661,2256,534.79,0.03
T01662,O01662,7374,1599.64,0.05
T01663,O01663,6373,1958.1,0.11
T01664,O01664,4853,1436.08,0.05
T01665,O01665,9127,2001.88,0.17
T01666,O01666,1209,343.59,0.1
T01667,O01667,4059,821.46,0.1
T01668,O01668,4434,1739.13,0.03
T01669,O01669,2875,917.66,0.0
T01670,O01670,3809,1660.29,0.18
T01671,O01671,9573,2284.74,0.12
T01672,O01672,7370,2850.28,0.11
T01673,O01673,7646,2471.03,0.12
T01674,O01674,6991,1788.5,0.04
T01675,O01675,5951,2342.79,0.03
T01676,O01676,4212,1122.23,0.12
T01677,O01677,7346,2354.09,0.0
T01678,O01678,2873,1136.77,0.04
T01679,O01679,1384,427.87,0.02
T01680,O01680,6527,2679.99,0.15
T01681,O01681,4233,1526.67,0.05
T01682,O01682,7087,2526.96,0.04
T01683,O01683,1372,528.27,0.19
T01684,O01684,3030,925.13,0.11
T01685,O01685,8214,2910.15,0.16
T01686,O01686,5266,1924.42,0.1
T01687,O01687,7753,1468.44,0.12
T01688,O01688,2715,736.93,0.16
T01689,O01689,5424,933.41,0.07
T01690,O01690,6377,2531.26,0.18
T01691,O01691,9060,2304.48,0.14
T01692,O01692,9970,3621.12,0.07
T01693,O01693,1154,407.39,0.12
T01694,O01694,8272,2641.53,0.1
T01695,O01695,889,135.47,0.17
T01696,O01696,5000,1502.77,0.2
T01697,O01697,1117,326.56,0.14
T01698,O01698,6751,1414.26,0.2
T01699,O01699,8808,3932.99,0.04
T01700,O01700,4623,1470.62,0.05
T01701,O01701,4865,1461.28,0.02
T01702,O01702,6627,2096.32,0.1
T01703,O01703,8945,2471.52,0.09
T01704,O01704,6820,2103.84,0.15
T01705,O01705,8291,2092.27,0.16
T01706,O01706,9245,1856.99,0.19
T01707,O01707,871,218.91,0.12
T01708,O01708,7148,2068.33,0.04
T01709,O01709,8297,3146.87,0.17
T01710,O01710,9055,2035.65,0.04
T01711,O01711,2770,1055.57,0.17
T01712,O01712,2512,873.35,0.03
T01713,O01713,4370,711.58,0.12
T01714,O01714,7032,1263.26,0.08
T01715,O01715,3823,1381.62,0.17
T01716,O01716,6639,1707.93,0.18
T01717,O01717,1460,274.92,0.13
T01718,O01718,7059,2862.47,0.14
T01719,O01719,8237,1589.65,0.18
T01720,O01720,3966,669.27,0.13
T01721,O01721,6713,1756.67,0.18
T01722,O01722,3453,621.96,0.15
T01723,O01723,7896,2984.1,0.09
T01724,O01724,1449,233.77,0.07
T01725,O01725,1063,258.97,0.09
T01726,O01726,4149,1472.11,0.07
T01727,O01727,6271,2092.92,0.09
T01728,O01728,3436,745.54,0.05
T01729,O01729,7707,1771.88,0.04
T01730,O01730,4951,2153.36,0.0
T01731,O01731,6485,2437.2,0.07
T01732,O01732,2599,406.99,0.07
T01733,O01733,7748,3285.38,0.05
T01734,O01734,8875,2368.28,0.06
T01735,O01735,6805,1440.23,0.08
T01736,O01736,7515,3138.08,0.14
T01737,O01737,9836,4352.7,0.03
T01738,O01738,1622,348.75,0.02
T01739,O01739,1355,404.35,0.11
T01740,O01740,1989,505.97,0.18
T01741,O01741,8669,3325.72,0.13
T01742,O01742,7122,2434.11,0.04
T01743,O01743,5120,834.58,0.02
T01744,O01744,7000,1794.53,0.0
T01745,O01745,9880,4185.02,0.06
T01746,O01746,9751,2187.65,0.17
T01747,O01747,3916,1266.84,0.02
T01748,O01748,5973,1126.97,0.08
T01749,O01749,3596,940.94,0.15
T01750,O01750,9688,3665.0,0.13
T01751,O01751,658,158.19,0.04
T01752,O01752,9640,2727.28,0.12
T01753,O01753,3297,641.51,0.04
T01754,O01754,4265,813.7,0.15
T01755,O01755,7560,2421.04,0.18
T01756,O01756,8658,3265.84,0.01
T01757,O01757,3792,1251.0,0.11
T01758,O01758,2567,769.79,0.18
T01759,O01759,9601,2963.41,0.1
T01760,O01760,7461,1139.82,0.13
T01761,O01761,7694,1363.8,0.16
T01762,O01762,9722,3309.29,0.13
T01763,O01763,7216,2802.53,0.16
T01764,O01764,4257,1315.08,0.2
T01765,O01765,1019,368.43,0.07
T01766,O01766,2027,440.95,0.03
T01767,O01767,7058,2621.49,0.07
T01768,O01768,5991,1694.49,0.19
T01769,O01769,8781,3468.37,0.14
T01770,O01770,1147,361.8,0.19
T01771,O01771,7939,2142.52,0.02
T01772,O01772,1472,600.62,0.14
T01773,O01773,6719,2786.31,0.06
T01774,O01774,7215,2435.94,0.1
T01775,O01775,5514,1020.59,0.05
T01776,O01776,2181,731.87,0.04
T01777,O01777,4872,1342.17,0.03
T01778,O01778,3578,1359.49,0.07
T01779,O01779,7854,2812.07,0.11
T01780,O01780,7350,3264.07,0.0
T01781,O01781,8020,2578.09,0.11
T01782,O01782,6895,1096.95,0.01
T01783,O01783,3136,754.42,0.19
T01784,O01784,5840,1790.71,0.07
T01785,O01785,6256,1267.73,0.14
T01786,O01786,5878,1272.56,0.05
T01787,O01787,6859,1756.19,0.06
T01788,O01788,7751,3365.26,0.01
T01789,O01789,1934,659.28,0.07
T01790,O01790,8748,2282.19,0.03
T01791,O01791,918,274.67,0.02
T01792,O01792,820,155.73,0.1
T01793,O01793,4129,1339.22,0.06
T01794,O01794,7364,2084.0,0.02
T01795,O01795,8970,2646.03,0.08
T01796,O01796,1492,389.62,0.18
T01797,O01797,1436,376.8,0.15
T01798,O01798,9875,3549.55,0.06
T01799,O01799,6091,2381.69,0.02
T01800,O01800,8349,3516.08,0.07
T01801,O01801,3695,1570.16,0.1
T01802,O01802,7558,1843.48,0.14
T01803,O01803,2194,946.88,0.18
T01804,O01804,3698,1344.52,0.04
T01805,O01805,6480,1266.55,0.04
T01806,O01806,4176,1669.46,0.06
T01807,O01807,2347,627.86,0.18
T01808,O01808,9398,3928.52,0.01
T01809,O01809,2773,597.62,0.13
T01810,O01810,9587,1573.94,0.0
T01811,O01811,1656,286.6,0.08
T01812,O01812,6969,1546.19,0.12
T01813,O01813,8035,2757.59,0.08
T01814,O01814,4092,1566.06,0.1
T01815,O01815,2117,600.33,0.15
T01816,O01816,4917,1535.1,0.19
T01817,O01817,9036,2172.99,0.18
T01818,O01818,9259,3602.1,0.02
T01819,O01819,4238,915.14,0.07
T01820,O01820,5353,1644.29,0.06
T01821,O01821,3562,581.56,0.01
T01822,O01822,2711,980.17,0.0
T01823,O01823,7837,1833.22,0.12
T01824,O01824,8382,1533.06,0.13
T01825,O01825,5791,2357.63,0.13
T01826,O01826,6227,1096.31,0.06
T01827,O01827,9212,3303.62,0.1
T01828,O01828,5213,835.55,0.01
T01829,O01829,6123,2607.52,0.1
T01830,O01830,5941,1574.24,0.03
T01831,O01831,8709,2088.31,0.02
T01832,O01832,7110,1701.17,0.09
T01833,O01833,2602,587.7,0.0
T01834,O01834,8851,1863.46,0.09
T01835,O01835,9715,2645.54,0.08
T01836,O01836,1894,555.42,0.15
T01837,O01837,5860,1129.02,0.19
T01838,O01838,3358,725.37,0.02
T01839,O01839,2310,881.13,0.09
T01840,O01840,6839,1513.3,0.1
T01841,O01841,3772,1280.75,0.01
T01842,O01842,1782,603.72,0.08
T01843,O01843,6328,1118.36,0.1
T01844,O01844,2318,554.2,0.0
T01845,O01845,3388,1121.26,0.16
T01846,O01846,6214,1989.11,0.19
T01847,O01847,6714,1716.27,0.12
T01848,O01848,8030,2597.99,0.08
T01849,O01849,1361,404.09,0.01
T01850,O01850,2799,1111.03,0.03
T01851,O01851,9287,2870.14,0.06
T01852,O01852,9625,3934.92,0.08
T01853,O01853,8115,2887.51,0.16
T01854,O01854,9269,1522.58,0.12
T01855,O01855,7283,2656.25,0.04
T01856,O01856,696,188.39,0.15
T01857,O01857,8743,2815.62,0.17
T01858,O01858,912,372.23,0.12
T01859,O01859,8172,2722.32,0.02
T01860,O01860,3380,1021.43,0.07
T01861,O01861,1752,565.9,0.11
T01862,O01862,898,223.49,0.08
T01863,O01863,6177,2301.91,0.13
T01864,O01864,4389,670.4,0.06
T01865,O01865,6293,1068.37,0.17
T01866,O01866,5751,1765.04,0.09
T01867,O01867,6243,1293.92,0.0
T01868,O01868,3355,1392.43,0.13
T01869,O01869,3952,634.31,0.02
T01870,O01870,3976,872.97,0.13
T01871,O01871,2411,389.28,0.01
T01872,O01872,8850,2040.67,0.19
T01873,O01873,8288,3702.62,0.04
T01874,O01874,6486,2426.95,0.05
T01875,O01875,4702,1124.66,0.12
T01876,O01876,9096,1723.76,0.01
T01877,O01877,8596,2707.36,0.14
T01878,O01878,4530,1189.92,0.2
T01879,O01879,1108,496.82,0.14
T01880,O01880,7930,2790.42,0.18
T01881,O01881,7013,1245.67,0.15
T01882,O01882,4779,1178.36,0.15
T01883,O01883,7326,2607.95,0.1
T01884,O01884,9652,3503.82,0.08
T01885,O01885,724,290.17,0.11
T01886,O01886,6880,2804.51,0.09
T01887,O01887,4511,1995.05,0.03
T01888,O01888,2580,873.85,0.14
T01889,O01889,7962,3568.52,0.06
T01890,O01890,3559,1534.17,0.13
T01891,O01891,9023,3356.34,0.06
T01892,O01892,5280,2047.1,0.19
T01893,O01893,968,358.84,0.0
T01894,O01894,9934,4427.12,0.09
T01895,O01895,1274,359.99,0.07
T01896,O01896,3834,995.79,0.01
T01897,O01897,6825,1217.03,0.01
T01898,O01898,1204,479.67,0.06
T01899,O01899,4479,1582.69,0.17
T01900,O01900,2224,579.9,0.09
T01901,O01901,6283,1484.23,0.12
T01902,O01902,3821,748.98,0.15
T01903,O01903,7519,2048.07,0.09
T01904,O01904,9964,4183.38,0.16
T01905,O01905,7490,1718.12,0.07
T01906,O01906,6830,2558.46,0.12
T01907,O01907,5227,1493.5,0.04
T01908,O01908,4472,1582.31,0.11
T01909,O01909,9777,4397.7,0.15
T01910,O01910,3206,861.04,0.1
T01911,O01911,8367,3519.87,0.12
T01912,O01912,3011,869.93,0.1
T01913,O01913,9115,2992.09,0.09
T01914,O01914,4334,694.79,0.17
T01915,O01915,3998,1497.04,0.14
T01916,O01916,832,326.84,0.02
T01917,O01917,7279,1698.09,0.14
T01918,O01918,7791,3500.76,0.14
T01919,O01919,6852,1723.86,0.15
T01920,O01920,4005,1132.64,0.1
T01921,O01921,3607,968.94,0.04
T01922,O01922,915,318.3,0.15
T01923,O01923,3555,1209.55,0.05
T01924,O01924,3293,1363.56,0.09
T01925,O01925,2120,928.93,0.1
T01926,O01926,5215,1062.06,0.06
T01927,O01927,732,209.75,0.14
T01928,O01928,7545,2924.84,0.18
T01929,O01929,6471,2105.3,0.0
T01930,O01930,9646,4174.27,0.1
T01931,O01931,5612,2361.83,0.19
T01932,O01932,3481,1533.11,0.07
T01933,O01933,6030,1034.6,0.16
T01934,O01934,1520,541.31,0.16
T01935,O01935,8374,2920.46,0.02
T01936,O01936,7635,2121.0,0.13
T01937,O01937,5112,1650.73,0.06
T01938,O01938,8235,1521.05,0.11
T01939,O01939,8949,1908.26,0.15
T01940,O01940,1651,381.46,0.04
T01941,O01941,754,274.42,0.14
T01942,O01942,1389,300.87,0.06
T01943,O01943,8797,1414.46,0.1
T01944,O01944,2679,1110.95,0.12
T01945,O01945,6437,971.29,0.02
T01946,O01946,1187,381.21,0.05
T01947,O01947,9864,2020.89,0.19
T01948,O01948,4677,1503.83,0.0
T01949,O01949,7282,2431.0,0.09
T01950,O01950,4280,1477.73,0.06
T01951,O01951,6705,1114.33,0.12
T01952,O01952,3802,1025.62,0.1
T01953,O01953,2740,700.03,0.05
T01954,O01954,7967,3158.44,0.03
T01955,O01955,2738,702.7,0.18
T01956,O01956,3522,966.48,0.05
T01957,O01957,6173,1622.22,0.16
T01958,O01958,6554,2366.24,0.07
T01959,O01959,6071,2384.47,0.03
T01960,O01960,6301,2197.78,0.2
T01961,O01961,3650,1526.2,0.2
T01962,O01962,6425,971.64,0.08
T01963,O01963,7299,1458.38,0.14
T01964,O01964,5256,1720.82,0.17
T01965,O01965,3197,494.07,0.16
T01966,O01966,8750,2766.16,0.09
T01967,O01967,9173,3933.9,0.2
T01968,O01968,1355,361.5,0.02
T01969,O01969,7560,2782.03,0.18
T01970,O01970,2785,1150.2,0.03
T01971,O01971,2328,735.87,0.12
T01972,O01972,7717,2454.31,0.07
T01973,O01973,7504,1437.09,0.16
T01974,O01974,3209,1149.79,0.14
T01975,O01975,5724,1923.79,0.05
T01976,O01976,9264,2632.92,0.09
T01977,O01977,5378,1183.81,0.04
T01978,O01978,1909,666.31,0.19
T01979,O01979,4668,940.02,0.08
T01980,O01980,1617,346.0,0.08
T01981,O01981,2757,569.22,0.19
T01982,O01982,7908,2998.5,0.19
T01983,O01983,7748,2639.37,0.14
T01984,O01984,4937,2063.13,0.18
T01985,O01985,8537,3782.31,0.05
T01986,O01986,8041,2751.99,0.0
T01987,O01987,7458,1524.58,0.01
T01988,O01988,526,130.35,0.03
T01989,O01989,8075,1538.72,0.0
T01990,O01990,2517,1126.04,0.14
T01991,O01991,7183,3027.97,0.13
T01992,O01992,4771,1484.31,0.07
T01993,O01993,8088,1957.49,0.05
T01994,O01994,9960,1515.93,0.13
T01995,O01995,2366,767.97,0.15
T01996,O01996,7844,1921.86,0.11
T01997,O01997,5257,2246.75,0.08
T01998,O01998,1066,214.98,0.16
T01999,O01999,9453,3115.13,0.16
T02000,O02000,4553,1825.84,0.06
T02001,O02001,5495,1342.25,0.06
T02002,O02002,4632,1797.77,0.04
T02003,O02003,7469,1455.41,0.19
T02004,O02004,9787,2267.75,0.01
T02005,O02005,6463,1472.38,0.18
T02006,O02006,979,294.82,0.1
T02007,O02007,7161,1968.3,0.04
T02008,O02008,8761,3411.83,0.17
T02009,O02009,3337,1021.93,0.02
T02010,O02010,7992,1357.45,0.12
T02011,O02011,4545,1743.45,0.01
T02012,O02012,3064,1201.53,0.14
T02013,O02013,7951,2163.03,0.1
T02014,O02014,7037,2053.2,0.03
T02015,O02015,9997,2361.65,0.05
T02016,O02016,9400,1565.07,0.16
T02017,O02017,5471,2239.31,0.06
T02018,O02018,5369,2120.49,0.07
T02019,O02019,2280,385.35,0.02
T02020,O02020,4693,1925.35,0.04
T02021,O02021,9745,2223.08,0.19
T02022,O02022,8671,3815.52,0.17
T02023,O02023,891,262.78,0.16
T02024,O02024,9855,3841.0,0.07
T02025,O02025,9882,1503.46,0.12
T02026,O02026,8116,2504.1,0.16
T02027,O02027,1090,436.69,0.14
T02028,O02028,6084,1091.9,0.06
T02029,O02029,5522,1703.73,0.07
T02030,O02030,6886,2488.69,0.03
T02031,O02031,7611,2471.26,0.14
T02032,O02032,1414,629.39,0.06
T02033,O02033,7142,1124.62,0.12
T02034,O02034,1726,476.48,0.1
T02035,O02035,6464,1025.25,0.11
T02036,O02036,9214,3036.21,0.01
T02037,O02037,9238,3392.54,0.08
T02038,O02038,4895,1552.77,0.03
T02039,O02039,599,207.62,0.09
T02040,O02040,9855,3046.83,0.2
T02041,O02041,9052,3630.56,0.06
T02042,O02042,6798,1092.01,0.02
T02043,O02043,6229,2182.54,0.1
T02044,O02044,2043,437.77,0.12
T02045,O02045,2434,910.73,0.19
T02046,O02046,898,170.98,0.1
T02047,O02047,6854,1626.38,0.19
T02048,O02048,2629,1118.09,0.17
T02049,O02049,9233,1981.45,0.11
T02050,O02050,4691,820.43,0.13
T02051,O02051,9121,3235.34,0.01
T02052,O02052,2073,877.67,0.01
T02053,O02053,9537,2774.52,0.06
T02054,O02054,9591,3559.06,0.2
T02055,O02055,9869,1497.47,0.07
T02056,O02056,8985,2851.23,0.11
T02057,O02057,789,286.16,0.15
T02058,O02058,1963,880.79,0.16
T02059,O02059,7404,1251.9,0.17
T02060,O02060,679,266.52,0.03
T02061,O02061,3222,1129.73,0.07
T02062,O02062,4955,1600.44,0.08
T02063,O02063,8187,2600.56,0.09
T02064,O02064,8118,2410.2,0.15
T02065,O02065,7423,3094.48,0.07
T02066,O02066,9965,2208.99,0.09
T02067,O02067,1566,632.81,0.13
T02068,O02068,7179,2929.11,0.1
T02069,O02069,4076,1018.03,0.01
T02070,O02070,7771,2180.46,0.13
T02071,O02071,6892,1047.28,0.06
T02072,O02072,3045,1316.61,0.14
T02073,O02073,6930,2304.58,0.0
T02074,O02074,2521,575.01,0.19
T02075,O02075,6954,2512.72,0.05
T02076,O02076,9754,2825.32,0.16
T02077,O02077,1689,491.18,0.19
T02078,O02078,8572,2663.9,0.18
T02079,O02079,6164,935.38,0.18
T02080,O02080,1872,346.88,0.16
T02081,O02081,955,331.1,0.18
T02082,O02082,9401,3365.85,0.19
T02083,O02083,3365,1504.61,0.18
T02084,O02084,4831,845.47,0.05
T02085,O02085,2422,749.57,0.07
T02086,O02086,1166,369.05,0.16
T02087,O02087,3584,1039.86,0.15
T02088,O02088,4725,1605.4,0.03
T02089,O02089,1325,336.29,0.07
T02090,O02090,4223,1354.83,0.15
T02091,O02091,4173,965.21,0.08
T02092,O02092,8006,2158.8,0.11
T02093,O02093,4131,673.01,0.03
T02094,O02094,9360,2893.44,0.01
T02095,O02095,2868,1123.92,0.03
T02096,O02096,6540,2483.3,0.15
T02097,O02097,3881,960.84,0.2
T02098,O02098,2008,709.42,0.12
T02099,O02099,9114,2948.11,0.09
T02100,O02100,9748,2384.9,0.12
T02101,O02101,8630,2165.08,0.19
T02102,O02102,1074,169.08,0.01
T02103,O02103,4366,1195.28,0.12
T02104,O02104,9132,2763.28,0.08
T02105,O02105,1046,338.7,0.09
T02106,O02106,9481,3152.68,0.15
T02107,O02107,2244,668.95,0.15
T02108,O02108,1655,603.66,0.18
T02109,O02109,8587,2935.74,0.08
T02110,O02110,3217,988.38,0.09
T02111,O02111,4314,1208.14,0.08
T02112,O02112,7241,1632.11,0.13
T02113,O02113,9258,2569.0,0.13
T02114,O02114,7699,3369.24,0.18
T02115,O02115,2726,1002.68,0.08
T02116,O02116,3009,508.94,0.12
T02117,O02117,5694,1660.02,0.14
T02118,O02118,5434,1679.04,0.16
T02119,O02119,5907,2258.59,0.17
T02120,O02120,6068,921.55,0.19
T02121,O02121,3037,666.64,0.07
T02122,O02122,6744,1128.0,0.06
T02123,O02123,8407,2397.04,0.17
T02124,O02124,3381,1453.35,0.19
T02125,O02125,9723,4362.26,0.18
T02126,O02126,2125,740.17,0.06
T02127,O02127,3681,1025.69,0.01
T02128,O02128,5142,1054.19,0.17
T02129,O02129,3254,865.57,0.01
T02130,O02130,5401,2362.22,0.05
T02131,O02131,1221,254.46,0.09
T02132,O02132,2395,983.27,0.15
