Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Transaction_ID,Revenue,Profit,Discount,Customer_Name,Region,Customer_Segment,Industry,Product_Name,Category,Unit_Cost
O02426,C0398,P050,2025-03-06,7,T02426,4782,1977.14,0.12,"Black, Green and Hutchinson",South,Small Business,Technology,Office Equipment,Hardware,986
O02427,C0046,P030,2025-02-26,7,T02427,5523,2040.52,0.16,Fuller-Bradley,Midwest,Small Business,Media,Cloud Analytics Platform,Software,605
O02428,C0371,P048,2025-12-11,10,T02428,3911,1602.58,0.11,Reid-Stein,Midwest,Corporate,Healthcare,Cloud Analytics Platform,Software,986
O02429,C0155,P048,2025-10-09,4,T02429,6366,1243.93,0.08,Clark-Lopez,West,Consumer,Finance,Cloud Analytics Platform,Software,986
O02430,C0306,P049,2025-07-19,2,T02430,8044,3582.05,0.12,"Martinez, Trevino and Silva",South,Consumer,Retail,Training Services,Services,891
O02431,C0064,P004,2025-03-08,7,T02431,7326,2352.53,0.01,"Sparks, Warren and Dean",Northeast,Consumer,Finance,Business Laptop,Hardware,583
O02432,C0335,P008,2025-08-13,9,T02432,6327,1467.65,0.05,"Wilson, Wilson and Villanueva",Midwest,Small Business,Media,Business Laptop,Hardware,297
O02433,C0019,P020,2025-10-15,1,T02433,9673,3096.73,0.06,Bell-Rodriguez,South,Consumer,Media,Cybersecurity Package,Software,771
O02434,C0238,P048,2025-04-17,4,T02434,3841,1642.21,0.03,"Wyatt, Williams and Ashley",Northeast,Consumer,Media,Cloud Analytics Platform,Software,986
O02435,C0114,P006,2025-12-06,10,T02435,799,155.31,0.03,"Lambert, Dickson and Garza",West,Consumer,Technology,Analytics Consulting,Services,992
O02436,C0339,P020,2025-05-31,3,T02436,7427,2223.52,0.07,"White, Bell and Reed",Northeast,Corporate,Media,Cybersecurity Package,Software,771
O02437,C0019,P042,2025-12-31,10,T02437,2453,502.41,0.15,Bell-Rodriguez,South,Consumer,Media,Business Laptop,Hardware,992
O02438,C0232,P002,2025-04-05,1,T02438,6657,2557.43,0.1,"Murray, Shah and Roberts",South,Consumer,Education,Cybersecurity Package,Software,207
O02439,C0283,P014,2025-08-08,10,T02439,9654,1627.22,0.14,Townsend and Sons,South,Corporate,Finance,Cybersecurity Package,Software,645
O02440,C0072,P040,2025-12-27,2,T02440,506,211.69,0.02,Hamilton-Brown,Midwest,Small Business,Healthcare,Training Services,Services,600
O02441,C0217,P037,2025-05-23,9,T02441,8600,3521.64,0.03,Hobbs-Gibbs,South,Consumer,Finance,Network Equipment,Hardware,111
O02442,C0494,P003,2025-12-29,5,T02442,8339,2744.94,0.12,Stevens-Mccall,Midwest,Consumer,Media,Network Equipment,Hardware,462
O02443,C0065,P012,2025-02-17,5,T02443,4171,1249.75,0.17,Summers and Sons,Northeast,Corporate,Retail,Office Equipment,Hardware,892
O02444,C0203,P011,2025-02-22,9,T02444,2395,633.54,0.05,Smith-Jones,West,Small Business,Technology,Cloud Analytics Platform,Software,983
O02445,C0380,P018,2025-12-21,6,T02445,6785,1459.01,0.04,Schmidt Inc,Midwest,Consumer,Media,Cloud Analytics Platform,Software,101
O02446,C0364,P022,2025-02-06,10,T02446,2831,476.8,0.15,"Sullivan, Fisher and Johnson",Midwest,Consumer,Healthcare,Business Laptop,Hardware,386
O02447,C0300,P040,2025-04-15,4,T02447,4439,1411.92,0.11,"Peck, Schultz and Williams",Northeast,Small Business,Technology,Training Services,Services,600
O02448,C0344,P022,2026-01-01,1,T02448,7363,2701.87,0.09,Reed Inc,Midwest,Small Business,Technology,Business Laptop,Hardware,386
O02449,C0340,P031,2025-06-09,7,T02449,8625,2627.67,0.07,Cook LLC,South,Small Business,Media,Training Services,Services,918
O02450,C0212,P042,2025-06-22,5,T02450,2131,684.12,0.19,"Garcia, Anderson and Watson",Midwest,Corporate,Finance,Business Laptop,Hardware,992
O02451,C0294,P011,2025-01-12,9,T02451,3955,899.67,0.04,"Morris, Jones and Mueller",Northeast,Corporate,Healthcare,Cloud Analytics Platform,Software,983
O02452,C0145,P009,2025-11-21,10,T02452,9682,2793.66,0.04,Castillo-Torres,Midwest,Consumer,Finance,Training Services,Services,496
O02453,C0276,P005,2025-06-09,9,T02453,4176,1793.01,0.1,Kelly-Warner,Midwest,Consumer,Retail,Cybersecurity Package,Software,272
O02454,C0428,P015,2025-01-14,6,T02454,3525,618.76,0.03,Castro-Allen,West,Consumer,Media,Business Laptop,Hardware,495
O02455,C0470,P030,2025-06-05,3,T02455,3241,857.99,0.16,Hunt-Jones,West,Small Business,Education,Cloud Analytics Platform,Software,605
O02456,C0453,P041,2025-07-27,8,T02456,3898,1054.27,0.12,Lang-Price,Northeast,Consumer,Healthcare,Cybersecurity Package,Software,905
O02457,C0062,P046,2025-04-10,4,T02457,7934,3182.29,0.17,Roberts-Robinson,Northeast,Consumer,Technology,Training Services,Services,381
O02458,C0302,P035,2025-04-24,5,T02458,3415,632.51,0.08,White-Fletcher,West,Small Business,Education,Analytics Consulting,Services,265
O02459,C0001,P035,2025-02-27,3,T02459,4361,1741.36,0.06,Mora PLC,West,Small Business,Finance,Analytics Consulting,Services,265
O02460,C0256,P037,2025-03-24,10,T02460,3656,1381.14,0.07,Gonzales-Dorsey,South,Corporate,Finance,Network Equipment,Hardware,111
O02461,C0301,P014,2025-11-05,5,T02461,6372,1608.92,0.07,"Baker, Ross and Sutton",Northeast,Small Business,Retail,Cybersecurity Package,Software,645
O02462,C0240,P015,2025-06-29,1,T02462,3076,693.38,0.03,Mitchell-Smith,Midwest,Corporate,Finance,Business Laptop,Hardware,495
O02463,C0181,P006,2025-10-06,2,T02463,1766,600.32,0.2,Garrison Ltd,South,Small Business,Retail,Analytics Consulting,Services,992
O02464,C0436,P006,2025-01-06,6,T02464,9303,1665.3,0.13,"Rubio, Lam and Smith",West,Consumer,Finance,Analytics Consulting,Services,992
O02465,C0354,P018,2025-08-22,8,T02465,7099,2049.71,0.12,Wilson-Hale,South,Consumer,Technology,Cloud Analytics Platform,Software,101
O02466,C0480,P008,2025-01-04,8,T02466,9846,2687.68,0.18,King Group,West,Consumer,Healthcare,Business Laptop,Hardware,297
O02467,C0392,P033,2025-10-07,7,T02467,6364,1361.17,0.17,"Gibson, Andrade and Evans",South,Consumer,Healthcare,Training Services,Services,705
O02468,C0450,P035,2025-05-04,8,T02468,6437,1764.33,0.06,Owens-Jones,Northeast,Small Business,Finance,Analytics Consulting,Services,265
O02469,C0014,P004,2025-04-26,2,T02469,8886,1438.18,0.15,Walker Ltd,Northeast,Consumer,Technology,Business Laptop,Hardware,583
O02470,C0340,P004,2025-09-26,4,T02470,3135,948.71,0.12,Cook LLC,South,Small Business,Media,Business Laptop,Hardware,583
O02471,C0481,P048,2025-07-16,9,T02471,1469,433.86,0.19,"Acosta, Thompson and Andrews",Northeast,Corporate,Finance,Cloud Analytics Platform,Software,986
O02472,C0498,P023,2025-06-19,7,T02472,9867,2628.42,0.04,"Marshall, Miller and Hester",Midwest,Consumer,Education,Cybersecurity Package,Software,745
O02473,C0405,P017,2025-08-23,10,T02473,824,239.08,0.16,Johnson Group,South,Consumer,Healthcare,Data Storage Solution,Software,928
O02474,C0141,P016,2025-04-17,8,T02474,8734,2023.98,0.08,"Foster, Burns and Johnson",South,Small Business,Education,Analytics Consulting,Services,981
O02475,C0255,P027,2025-01-11,7,T02475,5511,2237.21,0.02,Cole-Mason,South,Corporate,Technology,Analytics Consulting,Services,835
O02476,C0469,P034,2025-10-21,2,T02476,6505,2115.31,0.12,Smith Ltd,West,Small Business,Retail,Training Services,Services,250
O02477,C0499,P018,2025-05-29,10,T02477,6478,2755.5,0.02,"Lane, Lee and Hatfield",Northeast,Small Business,Media,Cloud Analytics Platform,Software,101
O02478,C0429,P046,2025-06-16,2,T02478,3185,1270.47,0.03,"Atkins, Farley and Edwards",South,Small Business,Healthcare,Training Services,Services,381
O02479,C0116,P008,2025-07-30,1,T02479,7386,2898.41,0.03,Johnson and Sons,Northeast,Small Business,Retail,Business Laptop,Hardware,297
O02480,C0088,P023,2025-08-12,6,T02480,7569,2206.27,0.18,"Duncan, Diaz and Hensley",Northeast,Corporate,Finance,Cybersecurity Package,Software,745
O02481,C0293,P031,2025-08-13,6,T02481,8947,3309.06,0.13,"Wolf, Kennedy and Underwood",Midwest,Corporate,Retail,Training Services,Services,918
O02482,C0055,P014,2025-09-04,6,T02482,6292,1777.59,0.12,Brown and Sons,Northeast,Consumer,Education,Cybersecurity Package,Software,645
O02483,C0163,P041,2025-03-16,3,T02483,7488,3148.7,0.14,King Group,Midwest,Consumer,Technology,Cybersecurity Package,Software,905
O02484,C0125,P029,2025-05-12,6,T02484,7553,2168.76,0.01,Jordan-Vega,South,Corporate,Technology,Cybersecurity Package,Software,719
O02485,C0333,P009,2025-09-25,1,T02485,3983,890.65,0.06,Bond and Sons,Northeast,Small Business,Retail,Training Services,Services,496
O02486,C0182,P013,2025-04-26,6,T02486,2469,1017.67,0.07,Brown-Johnson,Northeast,Corporate,Technology,Office Equipment,Hardware,453
O02487,C0157,P033,2025-08-09,3,T02487,4095,1461.22,0.13,"Green, Smith and Benjamin",Midwest,Corporate,Education,Training Services,Services,705
O02488,C0168,P022,2025-04-14,3,T02488,833,172.76,0.08,Washington Ltd,Midwest,Corporate,Finance,Business Laptop,Hardware,386
O02489,C0006,P022,2025-06-17,3,T02489,1738,461.97,0.05,Anderson and Sons,Northeast,Consumer,Retail,Business Laptop,Hardware,386
O02490,C0464,P049,2025-08-23,9,T02490,709,267.99,0.01,Williams Group,Midwest,Corporate,Technology,Training Services,Services,891
O02491,C0288,P011,2025-09-03,6,T02491,3225,1159.72,0.12,"Brooks, Burns and Sanchez",Northeast,Corporate,Technology,Cloud Analytics Platform,Software,983
O02492,C0307,P018,2025-08-09,4,T02492,1751,484.49,0.0,Cooper-Ford,South,Consumer,Education,Cloud Analytics Platform,Software,101
O02493,C0061,P044,2025-10-21,9,T02493,3250,1119.15,0.07,"Martinez, Rios and Haney",West,Corporate,Healthcare,Analytics Consulting,Services,723
O02494,C0148,P029,2025-05-01,7,T02494,1907,357.94,0.13,Gregory PLC,South,Small Business,Finance,Cybersecurity Package,Software,719
O02495,C0411,P029,2025-03-24,1,T02495,2911,1146.35,0.1,Warren-Skinner,Northeast,Small Business,Finance,Cybersecurity Package,Software,719
O02496,C0309,P004,2025-02-11,7,T02496,6113,1530.43,0.15,"Jackson, Morton and Walker",West,Corporate,Education,Business Laptop,Hardware,583
O02497,C0139,P006,2025-08-10,3,T02497,6941,2311.38,0.12,"Roy, Nichols and Holloway",West,Small Business,Healthcare,Analytics Consulting,Services,992
O02498,C0014,P009,2025-07-20,9,T02498,3676,878.92,0.06,Walker Ltd,Northeast,Consumer,Technology,Training Services,Services,496
O02499,C0484,P043,2025-10-01,2,T02499,2064,459.8,0.16,Brooks-Johnson,Northeast,Corporate,Finance,Analytics Consulting,Services,331
O02500,C0087,P043,2025-06-07,4,T02500,4765,812.66,0.04,Smith LLC,South,Consumer,Media,Analytics Consulting,Services,331
O02501,C0495,P044,2025-03-15,1,T02501,3892,1375.06,0.01,Bell-Jones,Midwest,Small Business,Technology,Analytics Consulting,Services,723
O02502,C0288,P048,2025-12-09,4,T02502,5696,2415.47,0.0,"Brooks, Burns and Sanchez",Northeast,Corporate,Technology,Cloud Analytics Platform,Software,986
O02503,C0413,P017,2025-12-07,10,T02503,8870,1728.67,0.06,"Hull, Rodriguez and Mays",South,Consumer,Retail,Data Storage Solution,Software,928
O02504,C0232,P032,2025-04-13,8,T02504,5188,1375.19,0.19,"Murray, Shah and Roberts",South,Consumer,Education,Analytics Consulting,Services,411
O02505,C0076,P046,2025-07-15,5,T02505,1863,683.55,0.14,"Thomas, Arnold and Gilbert",West,Consumer,Retail,Training Services,Services,381
O02506,C0391,P035,2025-10-28,10,T02506,5760,2018.73,0.18,"Kidd, Wyatt and Mcdonald",West,Corporate,Technology,Analytics Consulting,Services,265
O02507,C0406,P048,2025-03-03,10,T02507,8722,2815.8,0.13,"Ware, Chen and Mora",Midwest,Consumer,Finance,Cloud Analytics Platform,Software,986
O02508,C0247,P043,2025-10-26,2,T02508,7598,1678.04,0.2,"May, Durham and Bowen",West,Corporate,Finance,Analytics Consulting,Services,331
O02509,C0058,P012,2025-06-12,7,T02509,8993,1740.46,0.07,"Thompson, Carter and Mcintosh",Northeast,Consumer,Education,Office Equipment,Hardware,892
O02510,C0479,P018,2025-08-05,1,T02510,7291,1588.7,0.15,"Hughes, Griffin and White",West,Consumer,Media,Cloud Analytics Platform,Software,101
O02511,C0378,P008,2025-05-11,9,T02511,4975,1012.32,0.15,Rowe LLC,Northeast,Corporate,Healthcare,Business Laptop,Hardware,297
O02512,C0188,P046,2025-10-17,9,T02512,8062,2530.56,0.1,"Price, Davis and Cox",South,Small Business,Healthcare,Training Services,Services,381
O02513,C0041,P049,2025-04-21,6,T02513,9835,3637.6,0.12,Parks Ltd,Northeast,Consumer,Finance,Training Services,Services,891
O02514,C0401,P035,2025-05-31,2,T02514,8849,2857.3,0.03,Arellano Ltd,West,Small Business,Media,Analytics Consulting,Services,265
O02515,C0301,P048,2025-11-20,7,T02515,1771,653.12,0.05,"Baker, Ross and Sutton",Northeast,Small Business,Retail,Cloud Analytics Platform,Software,986
O02516,C0004,P030,2025-07-14,10,T02516,2782,728.94,0.14,Douglas-Delgado,West,Small Business,Finance,Cloud Analytics Platform,Software,605
O02517,C0175,P011,2025-04-21,5,T02517,3016,562.74,0.11,Schultz Inc,Northeast,Consumer,Media,Cloud Analytics Platform,Software,983
O02518,C0048,P031,2025-12-15,9,T02518,3529,1361.41,0.16,"Chavez, Rodriguez and Sullivan",South,Consumer,Education,Training Services,Services,918
O02519,C0397,P050,2025-09-13,2,T02519,8424,2558.56,0.02,Wilcox Inc,Northeast,Consumer,Retail,Office Equipment,Hardware,986
O02520,C0254,P015,2025-09-06,4,T02520,929,312.47,0.14,Foster-Brooks,South,Corporate,Media,Business Laptop,Hardware,495
O02521,C0338,P016,2025-09-17,3,T02521,4378,1140.51,0.19,Mitchell Inc,Northeast,Small Business,Technology,Analytics Consulting,Services,981
O02522,C0062,P029,2025-11-13,6,T02522,5813,1802.9,0.05,Roberts-Robinson,Northeast,Consumer,Technology,Cybersecurity Package,Software,719
O02523,C0139,P042,2025-12-27,1,T02523,5392,1609.25,0.1,"Roy, Nichols and Holloway",West,Small Business,Healthcare,Business Laptop,Hardware,992
O02524,C0393,P041,2025-02-01,5,T02524,9777,3885.2,0.06,"Smith, Harris and Mays",West,Corporate,Retail,Cybersecurity Package,Software,905
O02525,C0393,P020,2025-08-23,3,T02525,3857,1357.13,0.18,"Smith, Harris and Mays",West,Corporate,Retail,Cybersecurity Package,Software,771
O02526,C0041,P033,2025-07-12,7,T02526,3513,1107.03,0.1,Parks Ltd,Northeast,Consumer,Finance,Training Services,Services,705
O02527,C0168,P011,2025-10-03,10,T02527,2186,725.01,0.18,Washington Ltd,Midwest,Corporate,Finance,Cloud Analytics Platform,Software,983
O02528,C0398,P036,2025-07-02,5,T02528,4437,1195.45,0.13,"Black, Green and Hutchinson",South,Small Business,Technology,Training Services,Services,663
O02529,C0170,P016,2025-09-06,2,T02529,8946,3309.15,0.06,Morgan PLC,Northeast,Consumer,Finance,Analytics Consulting,Services,981
O02530,C0337,P049,2025-01-17,2,T02530,6701,1867.3,0.12,Ross PLC,West,Consumer,Education,Training Services,Services,891
O02531,C0326,P028,2025-11-08,10,T02531,7098,2178.05,0.17,"Atkins, Powell and Norman",West,Corporate,Finance,Office Equipment,Hardware,818
O02532,C0372,P013,2025-01-15,4,T02532,2446,876.54,0.2,Griffin PLC,Midwest,Consumer,Healthcare,Office Equipment,Hardware,453
O02533,C0433,P014,2025-10-11,7,T02533,1388,536.62,0.01,Monroe-Reed,Northeast,Small Business,Media,Cybersecurity Package,Software,645
O02534,C0198,P036,2025-11-28,5,T02534,1360,347.5,0.01,Ward-Fischer,Midwest,Consumer,Finance,Training Services,Services,663
O02535,C0197,P045,2025-09-07,10,T02535,6786,1972.86,0.2,Patterson-Medina,Northeast,Corporate,Education,Business Laptop,Hardware,759
O02536,C0145,P015,2025-05-10,8,T02536,628,158.75,0.16,Castillo-Torres,Midwest,Consumer,Finance,Business Laptop,Hardware,495
O02537,C0044,P035,2025-09-09,4,T02537,1115,235.93,0.04,Griffith-Andrade,Midwest,Corporate,Media,Analytics Consulting,Services,265
O02538,C0117,P040,2025-02-22,10,T02538,6951,3063.73,0.09,Brown and Sons,West,Corporate,Healthcare,Training Services,Services,600
O02539,C0095,P020,2025-02-17,10,T02539,4978,954.74,0.2,Williams LLC,Northeast,Consumer,Media,Cybersecurity Package,Software,771
O02540,C0127,P025,2025-07-11,6,T02540,533,126.57,0.18,Wheeler Inc,Northeast,Small Business,Healthcare,Cloud Analytics Platform,Software,411
O02541,C0210,P003,2025-12-08,4,T02541,3457,766.91,0.13,Taylor Group,South,Corporate,Education,Network Equipment,Hardware,462
O02542,C0399,P030,2025-05-04,1,T02542,3802,1155.71,0.09,Ward Group,South,Corporate,Media,Cloud Analytics Platform,Software,605
O02543,C0161,P018,2025-11-22,3,T02543,9696,2333.84,0.14,Lopez-Edwards,South,Corporate,Healthcare,Cloud Analytics Platform,Software,101
O02544,C0475,P020,2025-12-07,9,T02544,9015,3673.66,0.13,Alvarado-Sanchez,West,Consumer,Finance,Cybersecurity Package,Software,771
O02545,C0277,P027,2025-10-16,8,T02545,9438,3113.24,0.16,Haney LLC,West,Small Business,Education,Analytics Consulting,Services,835
O02546,C0152,P011,2025-01-31,9,T02546,9212,3128.66,0.07,Kelly-Johnson,West,Small Business,Education,Cloud Analytics Platform,Software,983
O02547,C0075,P017,2025-04-28,6,T02547,8561,2719.13,0.15,King Group,Midwest,Corporate,Technology,Data Storage Solution,Software,928
O02548,C0481,P026,2025-09-02,9,T02548,9353,1747.99,0.19,"Acosta, Thompson and Andrews",Northeast,Corporate,Finance,Training Services,Services,474
O02549,C0472,P044,2025-05-17,10,T02549,3233,1423.33,0.2,"Bennett, Harris and Garcia",Midwest,Corporate,Retail,Analytics Consulting,Services,723
O02550,C0441,P011,2025-03-30,7,T02550,3250,1392.97,0.16,"Doyle, Snyder and Nguyen",South,Corporate,Finance,Cloud Analytics Platform,Software,983
O02551,C0311,P037,2025-01-13,2,T02551,4484,1974.19,0.18,Bush Ltd,Midwest,Small Business,Healthcare,Network Equipment,Hardware,111
O02552,C0162,P037,2025-08-13,6,T02552,1625,313.5,0.03,Wilson-Carr,South,Small Business,Education,Network Equipment,Hardware,111
O02553,C0197,P018,2025-10-21,10,T02553,6790,1301.28,0.0,Patterson-Medina,Northeast,Corporate,Education,Cloud Analytics Platform,Software,101
O02554,C0240,P017,2025-06-18,8,T02554,6826,2683.36,0.14,Mitchell-Smith,Midwest,Corporate,Finance,Data Storage Solution,Software,928
O02555,C0410,P003,2025-11-21,9,T02555,7426,1453.09,0.08,"Collins, King and Brown",Midwest,Consumer,Media,Network Equipment,Hardware,462
O02556,C0009,P010,2025-02-17,7,T02556,9104,3382.91,0.0,Walker-Dean,Midwest,Consumer,Education,Business Laptop,Hardware,351
O02557,C0432,P015,2025-11-08,9,T02557,5968,1347.32,0.1,Sanchez-Peters,Northeast,Small Business,Healthcare,Business Laptop,Hardware,495
O02558,C0321,P011,2025-05-06,3,T02558,4066,1463.93,0.18,"Newman, Carter and Morales",Midwest,Corporate,Retail,Cloud Analytics Platform,Software,983
O02559,C0107,P030,2025-02-28,4,T02559,994,385.39,0.06,Pennington and Sons,Northeast,Small Business,Technology,Cloud Analytics Platform,Software,605
O02560,C0213,P036,2025-08-31,5,T02560,5743,2009.58,0.17,Steele-Johnston,Northeast,Consumer,Retail,Training Services,Services,663
O02561,C0357,P040,2025-01-22,7,T02561,7625,3200.75,0.09,Mccoy Inc,Northeast,Corporate,Education,Training Services,Services,600
O02562,C0154,P014,2025-04-08,6,T02562,4890,1581.92,0.17,"Lopez, Gonzales and Tyler",West,Consumer,Finance,Cybersecurity Package,Software,645
O02563,C0023,P018,2025-09-30,7,T02563,7245,1592.73,0.09,Potter-Phillips,Northeast,Consumer,Education,Cloud Analytics Platform,Software,101
O02564,C0131,P004,2025-06-18,6,T02564,3435,960.11,0.09,Miller-Torres,South,Corporate,Education,Business Laptop,Hardware,583
O02565,C0227,P012,2025-05-17,9,T02565,5204,1530.6,0.12,Smith PLC,Northeast,Corporate,Finance,Office Equipment,Hardware,892
O02566,C0016,P007,2025-01-30,3,T02566,4474,1119.36,0.1,"Myers, Kelley and Green",South,Corporate,Technology,Data Storage Solution,Software,457
O02567,C0420,P017,2025-09-09,4,T02567,2323,378.54,0.06,Williams LLC,Northeast,Consumer,Healthcare,Data Storage Solution,Software,928
O02568,C0489,P048,2025-09-18,5,T02568,9470,3178.03,0.18,Harrison Group,West,Consumer,Finance,Cloud Analytics Platform,Software,986
O02569,C0208,P027,2025-03-22,9,T02569,3267,1094.15,0.14,Gonzalez-Schmidt,West,Small Business,Education,Analytics Consulting,Services,835
O02570,C0029,P034,2025-10-19,1,T02570,7581,2974.49,0.02,Greene-Smith,Northeast,Consumer,Healthcare,Training Services,Services,250
O02571,C0446,P013,2025-06-13,3,T02571,2398,389.59,0.17,Rivera PLC,Midwest,Small Business,Education,Office Equipment,Hardware,453
O02572,C0418,P006,2025-08-31,3,T02572,7084,2422.25,0.04,"James, Snyder and Rodriguez",South,Consumer,Technology,Analytics Consulting,Services,992
O02573,C0214,P026,2025-04-28,6,T02573,2626,436.11,0.02,Acosta and Sons,South,Corporate,Finance,Training Services,Services,474
O02574,C0490,P037,2025-11-12,1,T02574,7089,2493.33,0.12,Reyes LLC,West,Corporate,Healthcare,Network Equipment,Hardware,111
O02575,C0026,P040,2025-12-03,7,T02575,1392,459.36,0.1,Juarez-Brady,South,Consumer,Healthcare,Training Services,Services,600
O02576,C0316,P045,2025-10-27,5,T02576,2710,1132.98,0.04,Stokes-Blevins,Midwest,Small Business,Technology,Business Laptop,Hardware,759
O02577,C0289,P028,2025-07-19,5,T02577,7977,2706.02,0.13,"Mclaughlin, Logan and Solomon",Northeast,Corporate,Technology,Office Equipment,Hardware,818
O02578,C0417,P033,2025-01-21,8,T02578,7203,2055.86,0.06,Molina Group,South,Small Business,Healthcare,Training Services,Services,705
O02579,C0251,P015,2025-03-26,6,T02579,2449,542.22,0.13,"Long, Austin and Fleming",Midwest,Consumer,Media,Business Laptop,Hardware,495
O02580,C0090,P023,2025-05-07,7,T02580,2542,570.52,0.01,Thompson-Cunningham,South,Small Business,Technology,Cybersecurity Package,Software,745
O02581,C0385,P044,2025-01-01,6,T02581,3517,1266.17,0.03,Fowler Inc,West,Small Business,Technology,Analytics Consulting,Services,723
O02582,C0478,P050,2025-03-10,3,T02582,2050,871.68,0.12,Walker LLC,Midwest,Consumer,Media,Office Equipment,Hardware,986
O02583,C0314,P030,2025-11-06,9,T02583,6598,2838.32,0.02,Long Inc,South,Consumer,Healthcare,Cloud Analytics Platform,Software,605
O02584,C0249,P025,2025-06-29,3,T02584,1546,520.66,0.14,Myers Ltd,Midwest,Small Business,Finance,Cloud Analytics Platform,Software,411
O02585,C0312,P010,2025-01-21,10,T02585,4290,1148.55,0.09,Williams Group,West,Consumer,Education,Business Laptop,Hardware,351
O02586,C0248,P037,2025-04-26,7,T02586,4347,1714.54,0.04,"Adams, Brown and Guzman",Northeast,Corporate,Retail,Network Equipment,Hardware,111
O02587,C0100,P035,2025-07-18,5,T02587,6997,1765.9,0.17,"Schwartz, Hahn and Moreno",Northeast,Consumer,Finance,Analytics Consulting,Services,265
O02588,C0263,P016,2025-06-01,3,T02588,1798,453.94,0.06,Lyons PLC,Midwest,Corporate,Retail,Analytics Consulting,Services,981
O02589,C0089,P012,2025-09-15,8,T02589,1778,665.25,0.1,Goodman-Holt,Midwest,Consumer,Retail,Office Equipment,Hardware,892
O02590,C0265,P021,2025-08-02,10,T02590,2362,521.09,0.05,Gonzalez-Gutierrez,Midwest,Small Business,Technology,Analytics Consulting,Services,831
O02591,C0018,P016,2025-11-28,6,T02591,4307,1445.91,0.12,Kelly-Jones,Midwest,Small Business,Finance,Analytics Consulting,Services,981
O02592,C0306,P028,2025-10-06,10,T02592,8177,2857.76,0.06,"Martinez, Trevino and Silva",South,Consumer,Retail,Office Equipment,Hardware,818
O02593,C0061,P021,2025-04-01,4,T02593,3784,1651.4,0.04,"Martinez, Rios and Haney",West,Corporate,Healthcare,Analytics Consulting,Services,831
O02594,C0328,P038,2025-02-13,4,T02594,7939,1435.02,0.09,Howard LLC,West,Corporate,Education,Cybersecurity Package,Software,409
O02595,C0050,P022,2025-12-03,8,T02595,4848,823.76,0.05,Heath-Johnson,West,Corporate,Finance,Business Laptop,Hardware,386
O02596,C0380,P031,2025-04-16,1,T02596,994,370.08,0.11,Schmidt Inc,Midwest,Consumer,Media,Training Services,Services,918
O02597,C0053,P014,2025-05-20,2,T02597,9578,1793.22,0.2,Graham-Smith,Midwest,Small Business,Education,Cybersecurity Package,Software,645
O02598,C0173,P044,2025-07-02,10,T02598,635,162.63,0.1,Gonzalez Group,West,Corporate,Retail,Analytics Consulting,Services,723
O02599,C0195,P023,2025-07-01,2,T02599,8647,3249.83,0.19,Cannon-Berg,Midwest,Consumer,Retail,Cybersecurity Package,Software,745
O02600,C0122,P049,2025-04-16,7,T02600,2444,889.04,0.2,Mcguire PLC,South,Corporate,Technology,Training Services,Services,891
O02601,C0187,P020,2025-11-09,9,T02601,613,257.19,0.02,"Cooper, Clark and Clark",South,Consumer,Media,Cybersecurity Package,Software,771
O02602,C0312,P045,2025-08-20,8,T02602,1519,347.43,0.14,Williams Group,West,Consumer,Education,Business Laptop,Hardware,759
O02603,C0005,P014,2025-12-22,7,T02603,4790,1411.86,0.04,"Phillips, Lewis and Weaver",South,Small Business,Retail,Cybersecurity Package,Software,645
O02604,C0068,P006,2025-09-01,8,T02604,6061,1013.9,0.2,"Martinez, Fox and Rodgers",West,Small Business,Education,Analytics Consulting,Services,992
O02605,C0164,P025,2025-11-10,8,T02605,8735,1998.15,0.19,Lopez Group,Northeast,Consumer,Technology,Cloud Analytics Platform,Software,411
O02606,C0313,P006,2025-10-04,9,T02606,2472,492.3,0.1,Moore-Parsons,Midwest,Small Business,Retail,Analytics Consulting,Services,992
O02607,C0348,P032,2025-02-26,10,T02607,2485,425.54,0.19,"Moran, Leach and Braun",Midwest,Consumer,Finance,Analytics Consulting,Services,411
O02608,C0313,P012,2025-04-23,7,T02608,3500,970.79,0.2,Moore-Parsons,Midwest,Small Business,Retail,Office Equipment,Hardware,892
O02609,C0093,P012,2025-03-17,5,T02609,1650,486.54,0.18,"Phillips, Williams and Thompson",West,Consumer,Healthcare,Office Equipment,Hardware,892
O02610,C0169,P003,2025-04-27,10,T02610,5374,1535.28,0.12,"Brown, Hernandez and Buchanan",Midwest,Consumer,Media,Network Equipment,Hardware,462
O02611,C0096,P024,2025-05-28,10,T02611,8532,1578.89,0.16,Ray-Wilson,West,Small Business,Finance,Analytics Consulting,Services,155
O02612,C0265,P007,2025-11-26,10,T02612,2908,998.84,0.18,Gonzalez-Gutierrez,Midwest,Small Business,Technology,Data Storage Solution,Software,457
O02613,C0097,P047,2025-01-09,1,T02613,9466,1548.71,0.01,Gonzalez Ltd,West,Corporate,Healthcare,Cloud Analytics Platform,Software,144
O02614,C0367,P039,2025-04-15,5,T02614,1378,419.72,0.12,Rogers-Hogan,South,Consumer,Technology,Office Equipment,Hardware,207
O02615,C0293,P018,2025-01-25,3,T02615,9006,3673.05,0.08,"Wolf, Kennedy and Underwood",Midwest,Corporate,Retail,Cloud Analytics Platform,Software,101
